OBS,HOUSEHOLDID,LASTPURCHASE,PRIVATE,SUNSHINE,KEEBLER,NABISCO,PRICEPRIVATE,PRICESUNSHINE,PRICEKEEBLER,PRICENABISCO,DISPLPRIVATE,DISPLSUNSHINE,DISPLKEEBLER,DISPLNABISCO,FEATPRIVATE,FEATSUNSHINE,FEATKEEBLER,FEATNABISCO,FEATDISPLPRIVATE,FEATDISPLSUNSHIN,FEATDISPLKEEBLER,FEATDISPLNABISCO
2443,99,0,1,0,0,0,0.5,0.889999986,0.99000001,0.889999986,0,0,0,0,0,0,0,0,0,0,0,0
2444,99,0,1,0,0,0,0.5,0.889999986,0.99000001,0.889999986,0,1,0,1,0,0,0,0,1,0,0,0
2445,99,0,1,0,0,0,0.649999976,0.889999986,0.889999986,0.99000001,0,0,0,0,0,0,0,0,0,0,0,0
2446,99,0,1,0,0,0,0.649999976,0.889999986,0.889999986,0.99000001,0,0,1,0,0,0,0,0,0,0,0,0
2447,99,0,1,0,0,0,0.5,0.889999986,0.99000001,0.889999986,0,0,1,1,0,0,0,0,1,0,0,0
2448,99,0,1,0,0,0,0.549999952,0.789999962,1.089999914,1.089999914,0,0,0,0,0,0,0,0,0,0,0,0
2449,99,0,0,1,0,0,0.649999976,0.689999998,1.049999952,0.889999986,0,0,0,1,0,0,0,0,0,1,0,0
2450,99,0,1,0,0,0,0.549999952,0.789999962,1.089999914,0.889999986,0,1,0,0,0,0,0,0,0,0,0,0
2451,99,0,1,0,0,0,0.549999952,0.789999962,1.049999952,1.089999914,0,0,0,0,0,0,0,0,0,0,0,0
2452,99,0,0,0,1,0,0.589999914,0.930000007,0.879999995,0.879999995,0,0,0,0,0,0,0,0,0,0,0,0
2453,99,0,1,0,0,0,0.5,0.889999986,1.039999962,0.99000001,0,1,0,0,0,0,0,0,1,0,0,0
2454,99,0,1,0,0,0,0.5,0.889999986,1.089999914,0.889999986,0,1,0,0,1,0,0,0,0,0,0,0
2455,99,0,1,0,0,0,0.549999952,1.029999971,1.089999914,1.190000057,0,0,0,0,0,0,0,0,0,0,0,0
2456,99,0,1,0,0,0,0.5,0.889999986,1.089999914,1.190000057,0,0,0,1,1,0,0,0,0,0,0,0
2457,99,0,1,0,0,0,0.649999976,0.789999962,0.99000001,1.190000057,0,0,1,0,0,0,0,0,0,0,0,0
2458,99,0,1,0,0,0,0.5,0.789999962,1.149999976,0.99000001,0,0,1,0,1,0,0,0,0,0,0,0
2459,99,0,1,0,0,0,0.549999952,1.089999914,1.190000057,0.99000001,0,0,0,0,0,0,0,0,0,0,0,0
2460,99,0,1,0,0,0,0.549999952,1.089999914,1.190000057,0.99000001,0,0,0,0,0,0,0,0,0,0,0,0
2461,99,0,1,0,0,0,0.5,0.970000029,1.089999914,1.190000057,0,0,0,0,0,0,0,0,0,0,0,0
2462,99,0,1,0,0,0,0.649999976,0.970000029,0.99000001,1.190000057,0,0,0,0,0,0,0,0,0,0,0,0
2463,99,0,1,0,0,0,0.549999952,0.980000019,1.190000057,0.99000001,0,0,0,0,0,0,0,0,0,0,0,0
2464,99,0,1,0,0,0,0.549999952,0.980000019,1.190000057,0.99000001,0,0,0,0,0,0,0,0,0,0,0,0
2465,99,0,1,0,0,0,0.649999976,0.970000029,1.149999976,0.99000001,0,0,0,1,0,0,0,0,0,0,0,0
2466,99,0,1,0,0,0,0.549999952,0.980000019,1.089999914,1.289999962,0,0,0,0,0,0,0,0,0,0,0,0
2467,99,0,1,0,0,0,0.649999976,0.970000029,1.149999976,1.25,0,0,0,0,0,0,0,0,0,0,0,0
2468,99,0,1,0,0,0,0.549999952,0.980000019,1.089999914,1.289999962,0,0,0,0,0,0,0,0,0,0,0,0
2469,99,0,1,0,0,0,0.549999952,1.089999914,1.209999919,1.190000057,0,0,0,0,0,0,0,1,0,0,0,0
2470,99,0,1,0,0,0,0.589999914,0.970000029,1.149999976,1.089999914,0,0,0,0,1,0,0,1,0,0,0,0
2471,99,0,1,0,0,0,0.549999952,0.980000019,1.209999919,1.190000057,0,0,0,0,0,0,0,0,0,0,0,0
2472,99,0,1,0,0,0,0.549999952,0.980000019,1.190000057,1.289999962,0,0,0,1,0,0,0,0,0,0,0,0
2473,99,0,1,0,0,0,0.549999952,0.980000019,1.190000057,1.289999962,0,0,0,0,0,0,0,0,0,0,0,0
2474,99,0,1,0,0,0,0.549999952,0.789999962,1.209999919,1.089999914,0,0,0,0,0,1,0,0,0,0,0,0
2475,99,0,1,0,0,0,0.549999952,0.789999962,1.209999919,1.089999914,0,0,0,0,0,0,0,0,0,0,0,0
2476,99,0,1,0,0,0,0.589999914,1.089999914,1.089999914,1.089999914,0,0,0,1,0,0,0,0,0,0,0,0
2477,99,0,1,0,0,0,0.589999914,1.089999914,1.209999919,1.289999962,0,0,0,1,0,0,0,0,0,0,0,0
2478,99,0,1,0,0,0,0.589999914,1.089999914,1.209999919,1.289999962,0,0,0,1,0,0,0,0,0,0,0,0
2479,99,0,1,0,0,0,0.649999976,1.049999952,1.289999962,0.99000001,0,0,0,1,0,0,0,0,0,0,0,0
2480,99,0,1,0,0,0,0.5,1.049999952,1.289999962,0.99000001,0,0,0,1,0,0,0,0,1,0,0,0
2481,99,0,1,0,0,0,0.589999914,0.889999986,1.209999919,0.99000001,0,0,0,1,0,0,0,0,0,0,0,0
2482,99,0,1,0,0,0,0.589999914,0.949999988,1.209999919,0.99000001,0,0,0,1,0,0,0,0,0,0,0,0
2483,99,0,1,0,0,0,0.589999914,0.949999988,1.190000057,1.289999962,0,0,0,1,0,0,0,0,0,0,0,0
2484,99,0,1,0,0,0,0.589999914,1.089999914,1.169999957,1.289999962,0,0,0,0,0,0,0,0,0,0,0,0
2485,99,0,1,0,0,0,0.649999976,1.049999952,1.289999962,1.25,0,0,1,0,0,0,0,0,0,0,0,0
2486,99,0,1,0,0,0,0.649999976,1.049999952,1.289999962,0.99000001,0,0,0,1,0,0,0,0,0,0,0,0
2487,99,0,1,0,0,0,0.649999976,1.049999952,1.289999962,0.99000001,0,0,0,0,0,0,0,0,0,0,0,1
2488,99,0,1,0,0,0,0.649999976,1.049999952,1.289999962,0.99000001,0,0,0,1,0,0,0,0,0,0,0,0
2489,99,0,1,0,0,0,0.589999914,0.949999988,1.039999962,1.2299999,0,0,0,0,0,0,0,0,0,0,0,0
2490,99,0,1,0,0,0,0.589999914,1.289999962,1.039999962,1.2299999,0,0,0,0,0,0,0,0,0,0,0,0
2491,99,0,1,0,0,0,0.589999914,1.289999962,1.039999962,1.2299999,0,0,0,0,0,0,0,0,0,0,0,0
2492,99,1,1,0,0,0,0.589999914,1.289999962,1.039999962,1.289999962,0,0,0,1,0,0,0,0,0,0,0,0
2493,100,0,0,0,0,1,0.589999914,0.920000017,0.980000019,0.879999995,0,0,0,0,0,0,0,0,0,0,0,0
2494,100,0,0,0,0,1,0.649999976,0.889999986,0.99000001,1.149999976,0,0,0,0,0,0,0,0,0,0,1,0
2495,100,0,0,0,0,1,0.649999976,0.889999986,1.149999976,0.99000001,0,0,1,0,0,0,0,0,0,0,0,0
2496,100,0,0,0,0,1,0.649999976,0.879999995,1.070000052,1.149999976,0,1,1,0,0,0,0,0,0,0,0,0
2497,100,0,0,0,0,1,0.649999976,0.879999995,1.149999976,0.99000001,0,0,0,0,0,0,0,0,0,0,0,0
2498,100,0,0,0,0,1,0.649999976,0.879999995,1.149999976,1.089999914,0,0,0,1,0,0,0,0,0,0,0,0
2499,100,0,0,0,0,1,0.649999976,0.879999995,1.25,1.25,1,0,0,0,0,0,0,0,0,0,0,0
2500,100,0,0,0,0,1,0.649999976,0.879999995,1.25,1.089999914,0,0,0,1,0,0,0,0,0,0,0,0
2501,100,0,0,0,0,1,0.779999912,0.789999962,1.209999919,1.089999914,0,1,0,1,0,0,0,0,0,0,0,0
2502,100,0,0,0,0,1,0.789999962,1.089999914,1.209999919,1.289999962,0,0,0,1,0,0,0,0,0,0,0,0
2503,100,0,0,0,0,1,0.5,0.970000029,1.169999957,1.089999914,0,0,0,1,0,0,0,0,1,0,0,0
2504,100,0,0,0,0,1,0.649999976,0.970000029,1.25,1.25,0,0,0,0,0,0,0,0,0,0,0,0
2505,100,0,0,0,0,1,0.649999976,1.049999952,1.25,0.99000001,0,0,0,1,0,0,0,0,0,0,0,0
2506,100,0,0,0,0,1,0.649999976,1.049999952,1.169999957,1.289999962,1,0,0,0,0,0,0,0,0,0,0,0
2507,100,0,0,0,0,1,0.649999976,1.049999952,1.169999957,0.99000001,0,0,0,1,0,0,0,0,0,0,0,0
2508,100,0,0,0,0,1,0.649999976,1.049999952,0.99000001,1.289999962,0,0,0,0,0,0,1,0,0,0,0,0
2509,100,1,0,0,0,1,0.680000007,0.959999979,1.389999986,1.089999914,0,0,0,0,0,0,0,0,0,0,0,0
2510,101,0,0,0,0,1,0.680000007,0.730000019,0.930000007,0.689999998,0,0,0,0,0,0,0,0,0,0,0,0
2511,101,0,0,0,0,1,0.689999998,0.789999962,0.99000001,0.689999998,0,0,0,0,0,0,0,0,0,0,0,1
2512,101,0,0,0,1,0,0.589999914,0.779999912,0.879999995,0.879999995,0,1,0,1,0,0,0,0,0,0,0,0
2513,101,0,0,0,0,1,0.680000007,0.849999964,0.879999995,1.029999971,0,1,0,0,0,0,0,0,0,0,0,0
2514,101,0,0,0,0,1,0.680000007,0.849999964,1.079999924,0.889999986,0,1,0,1,0,0,0,0,0,0,0,0
2515,101,0,0,0,0,1,0.680000007,0.849999964,1.079999924,1.029999971,0,1,0,0,0,0,0,0,0,0,0,0
2516,101,0,0,0,0,1,0.680000007,0.879999995,1.079999924,1.029999971,0,1,0,0,0,0,0,0,0,0,0,0
2517,101,0,0,0,0,1,0.680000007,0.789999962,1.079999924,0.889999986,0,1,0,1,0,0,0,0,0,0,0,0
2518,101,0,0,0,0,1,0.680000007,0.889999986,1.079999924,0.889999986,0,1,0,0,0,0,0,0,0,0,0,0
2519,101,0,0,0,0,1,0.680000007,0.889999986,1.079999924,0.889999986,0,1,0,0,0,0,0,0,0,0,0,0
2520,101,0,0,0,0,1,0.680000007,0.889999986,1.079999924,0.889999986,0,1,0,0,0,0,0,0,0,0,0,0
2521,101,0,0,0,0,1,0.680000007,0.99000001,1.079999924,1.029999971,0,1,0,1,0,0,0,0,0,0,0,0
2522,101,0,0,0,0,1,0.680000007,0.789999962,1.079999924,1.029999971,0,0,0,0,0,1,1,0,0,0,0,0
2523,101,0,0,0,0,1,0.680000007,0.99000001,1.079999924,0.889999986,0,0,0,0,0,0,0,1,0,0,0,0
2524,101,0,0,0,0,1,0.680000007,1.00999999,1.169999957,1.129999995,0,0,0,0,0,0,0,0,0,0,0,0
2525,101,0,0,0,0,1,0.680000007,1.00999999,1.169999957,1.129999995,0,0,0,0,0,0,0,0,0,0,0,0
2526,101,0,0,0,0,1,0.680000007,1.00999999,1.169999957,1.129999995,0,0,0,0,0,0,0,0,0,0,0,0
2527,101,0,0,0,0,1,0.680000007,0.789999962,0.99000001,1.129999995,0,0,0,0,0,0,1,0,0,0,0,0
2528,101,0,0,0,0,1,0.680000007,1.00999999,0.99000001,1.129999995,0,0,0,0,0,0,1,0,0,0,0,0
2529,101,0,0,0,0,1,0.680000007,1.039999962,1.049999952,0.949999988,0,0,0,0,0,0,0,1,0,0,0,0
2530,101,0,0,0,0,1,0.680000007,1.039999962,1.049999952,0.949999988,0,0,0,0,0,0,0,0,0,0,0,0
2531,101,0,0,0,0,1,0.680000007,1.089999914,1.169999957,1.129999995,0,0,0,0,0,0,0,0,0,0,0,0
2532,101,0,0,0,0,1,0.680000007,0.789999962,1.089999914,1.129999995,0,0,0,0,0,1,0,0,0,0,0,0
2533,101,0,0,0,0,1,0.680000007,0.789999962,1.089999914,1.129999995,0,0,0,0,0,1,1,0,0,0,0,0
2534,101,0,0,0,0,1,0.680000007,1.089999914,0.99000001,0.949999988,0,0,1,0,0,0,0,1,0,0,0,0
2535,101,0,0,0,0,1,0.680000007,0.889999986,1.089999914,1.089999914,0,1,1,0,0,0,0,1,0,0,0,0
2536,101,0,0,0,0,1,0.680000007,0.889999986,1.190000057,1.190000057,0,0,1,1,0,0,0,0,0,1,0,0
2537,101,0,0,0,0,1,0.680000007,1.089999914,1.23999989,0.74000001,0,1,1,0,0,0,0,0,0,0,0,1
2538,101,0,0,0,0,1,0.680000007,0.970000029,1.23999989,1.089999914,0,0,1,0,0,0,0,0,0,0,0,1
2539,101,0,0,0,0,1,0.680000007,0.99000001,1.23999989,1.190000057,0,0,1,0,0,0,0,0,0,0,0,0
2540,101,0,0,0,0,1,0.680000007,1.039999962,1.089999914,1.089999914,0,0,0,1,0,0,1,0,0,0,0,0
2541,101,0,0,0,0,1,0.680000007,1.039999962,1.089999914,1.089999914,0,0,0,0,0,0,1,1,0,0,0,0
2542,101,0,0,0,0,1,0.680000007,1.039999962,1.23999989,1.089999914,0,0,0,0,0,0,1,1,0,0,0,0
2543,101,0,0,0,0,1,0.680000007,1.089999914,1.23999989,1.190000057,0,0,0,0,0,0,0,0,0,0,0,0
2544,101,0,0,0,0,1,0.680000007,1.089999914,1.23999989,1.190000057,0,0,0,0,0,0,0,0,0,0,0,0
2545,101,0,0,0,0,1,0.680000007,1.089999914,1.199999928,0.99000001,0,0,0,0,0,0,1,0,0,0,0,0
2546,101,0,0,0,0,1,0.680000007,0.889999986,1.089999914,1.289999962,0,0,0,0,0,0,1,0,0,0,0,0
2547,101,0,0,0,0,1,0.680000007,1.190000057,1.089999914,1.289999962,0,0,0,0,0,0,1,0,0,0,0,0
2548,101,0,0,0,0,1,0.649999976,1.049999952,1.289999962,0.99000001,0,0,0,1,0,0,0,0,0,0,0,0
2549,101,1,0,0,0,1,0.680000007,1.089999914,1.25,1.289999962,0,0,0,0,0,0,0,0,0,0,0,0
2550,102,0,1,0,0,0,0.789999962,0.689999998,0.879999995,0.889999986,0,0,0,0,0,0,0,0,0,0,0,0
2551,102,0,1,0,0,0,0.789999962,0.99000001,1.089999914,0.99000001,0,0,0,1,0,0,0,0,0,0,0,0
2552,102,0,1,0,0,0,0.789999962,0.99000001,1.089999914,0.99000001,0,0,0,0,0,0,0,0,0,0,0,0
2553,102,0,0,1,0,0,0.779999912,0.49000001,1.089999914,1.089999914,0,0,0,0,0,1,0,0,0,0,0,0
2554,102,0,1,0,0,0,0.889999986,0.789999962,1.089999914,1.089999914,0,0,0,0,0,0,0,0,0,0,0,0
2555,102,0,1,0,0,0,0.889999986,1.029999971,1.089999914,0.889999986,0,0,0,0,0,0,0,0,0,0,0,0
2556,102,0,1,0,0,0,0.889999986,0.980000019,1.049999952,1.089999914,0,0,0,0,0,0,0,0,0,0,0,0
2557,102,0,1,0,0,0,0.889999986,1.089999914,1.089999914,1.190000057,0,0,0,0,0,0,0,0,0,0,0,0
2558,102,0,1,0,0,0,0.789999962,1.089999914,1.190000057,0.99000001,0,0,0,0,0,0,0,0,0,0,0,0
2559,102,0,1,0,0,0,1.149999976,1.089999914,1.089999914,1.089999914,0,0,0,1,0,0,0,0,0,0,0,0
2560,102,0,1,0,0,0,1.149999976,1.089999914,1.209999919,1.289999962,0,0,0,1,0,0,0,0,0,0,0,0
2561,102,0,1,0,0,0,1.149999976,1.089999914,1.089999914,1.289999962,0,0,1,1,0,0,0,0,0,0,0,0
2562,102,0,1,0,0,0,0.99000001,0.949999988,1.25,0.99000001,0,0,0,1,0,0,0,0,0,0,0,0
2563,102,1,1,0,0,0,0.889999986,1.089999914,1.169999957,1.289999962,0,0,0,0,0,0,0,0,0,0,0,0
2564,103,0,0,1,0,0,0.649999976,0.589999914,0.99000001,0.889999986,0,0,0,0,0,0,0,0,0,0,0,0
2565,103,0,0,0,0,1,0.649999976,0.889999986,0.99000001,0.889999986,0,0,0,0,0,0,0,0,0,0,0,1
2566,103,0,0,1,0,0,0.779999912,0.49000001,1.089999914,1.089999914,0,0,0,0,0,0,0,0,0,1,0,0
2567,103,0,0,0,0,1,0.49000001,0.839999914,1.019999981,0.539999962,0,0,0,0,0,0,0,0,0,1,0,1
2568,103,0,1,0,0,0,0.5,0.889999986,1.070000052,1.149999976,0,0,0,0,0,0,0,0,1,0,0,0
2569,103,0,0,1,0,0,0.649999976,0.689999998,1.070000052,1.149999976,0,0,0,0,0,1,0,0,0,0,0,0
2570,103,0,0,0,0,1,0.649999976,0.889999986,1.149999976,0.74000001,0,0,1,0,0,0,0,1,0,0,0,0
2571,103,0,1,0,0,0,0.5,0.970000029,1.089999914,1.149999976,0,0,1,0,0,0,0,0,0,0,0,0
2572,103,0,1,0,0,0,0.649999976,0.970000029,1.089999914,1.149999976,0,0,0,0,0,0,0,0,0,0,1,0
2573,103,0,0,0,0,1,0.649999976,0.879999995,1.149999976,0.99000001,0,0,0,1,0,0,0,0,0,0,0,0
2574,103,0,1,0,0,0,0.649999976,0.970000029,1.149999976,0.99000001,0,0,0,1,0,0,0,0,0,0,0,0
2575,103,0,1,0,0,0,0.589999914,0.970000029,1.149999976,1.25,0,0,0,0,0,0,0,0,1,0,0,0
2576,103,0,1,0,0,0,0.589999914,0.970000029,1.149999976,1.089999914,0,0,0,0,1,0,0,1,0,0,0,0
2577,103,0,0,0,0,1,0.599999964,0.970000029,1.25,0.74000001,0,0,0,0,0,0,0,0,0,0,0,0
2578,103,0,1,0,0,0,0.5,0.970000029,1.089999914,1.089999914,0,0,1,1,0,0,0,0,1,0,0,0
2579,103,0,1,0,0,0,0.649999976,1.049999952,1.169999957,1.289999962,0,0,1,0,0,0,0,0,0,0,0,0
2580,103,0,0,0,0,1,0.819999933,1.089999914,1.209999919,0.589999914,0,0,1,0,0,0,0,0,0,0,0,0
2581,103,0,0,0,0,1,0.819999933,1.089999914,1.209999919,0.589999914,0,0,1,0,0,0,0,0,0,0,0,0
2582,103,0,1,0,0,0,0.589999914,1.049999952,0.99000001,1.289999962,0,0,0,0,0,0,0,0,0,0,1,0
2583,103,0,0,0,0,1,0.589999914,1.049999952,1.289999962,0.839999914,0,0,0,1,0,0,0,0,0,0,0,0
2584,103,1,1,0,0,0,0.589999914,1.049999952,1.289999962,0.99000001,0,0,0,0,0,0,0,0,0,0,0,1
2585,104,0,0,0,0,1,0.709999979,0.99000001,0.99000001,1.089999914,0,0,0,0,0,0,0,0,0,0,0,0
2586,104,0,0,0,0,1,0.649999976,0.889999986,0.99000001,0.889999986,0,0,0,1,0,0,0,0,0,0,0,0
2587,104,0,0,0,0,1,0.649999976,0.689999998,1.049999952,0.889999986,0,0,0,1,0,0,0,0,0,1,0,0
2588,104,0,0,0,0,1,0.779999912,0.789999962,1.049999952,1.089999914,0,0,0,0,0,0,0,0,0,0,0,0
2589,104,0,0,0,0,1,0.639999986,0.980000019,1.089999914,0.889999986,0,0,0,0,0,0,0,0,0,0,0,0
2590,104,0,0,0,0,1,0.709999979,1.089999914,1.190000057,0.99000001,0,0,0,0,0,0,0,0,0,0,0,0
2591,104,0,0,0,0,1,0.839999914,0.889999986,1.089999914,1.190000057,0,0,0,0,0,0,0,0,0,0,0,0
2592,104,0,0,0,0,1,0.779999912,0.980000019,1.190000057,0.99000001,0,0,0,0,0,0,0,0,0,0,0,0
2593,104,0,0,0,0,1,0.779999912,0.980000019,1.190000057,1.289999962,0,0,0,1,0,0,0,0,0,0,0,0
2594,104,0,0,0,0,1,0.609999955,1.089999914,1.089999914,1.089999914,0,0,1,0,0,0,0,0,0,0,0,1
2595,104,0,0,0,0,1,0.609999955,1.029999971,1.089999914,1.089999914,0,0,1,1,0,0,0,0,0,0,0,0
2596,104,0,0,0,0,1,0.609999955,1.089999914,1.289999962,1.25,0,0,0,0,0,0,0,0,0,0,0,0
2597,104,0,0,0,0,1,0.609999955,1.049999952,1.289999962,0.99000001,0,0,0,0,0,0,0,0,0,0,0,1
2598,104,0,0,0,0,1,0.529999912,1.049999952,1.289999962,0.99000001,0,0,0,1,0,0,0,0,1,0,0,0
2599,104,0,0,0,0,1,0.609999955,1.049999952,1.289999962,0.99000001,0,0,0,1,0,0,0,0,0,0,0,0
2600,104,0,0,0,0,1,0.579999924,1.049999952,1.190000057,1.25,1,0,0,0,0,0,0,0,0,0,0,0
2601,104,0,1,0,0,0,0.649999976,1.049999952,1.25,0.99000001,1,0,0,0,0,0,0,0,0,0,0,0
2602,104,1,0,0,0,1,0.789999962,1.089999914,1.169999957,1.289999962,0,0,0,0,0,0,0,0,0,0,0,0
2603,105,0,1,0,0,0,0.549999952,0.99000001,1.089999914,1.089999914,0,0,0,0,0,0,0,0,0,0,0,0
2604,105,0,1,0,0,0,0.549999952,0.49000001,1.089999914,1.089999914,0,0,0,0,0,1,0,0,0,0,0,0
2605,105,0,1,0,0,0,0.549999952,0.980000019,1.089999914,0.889999986,0,0,0,0,0,0,0,0,0,0,0,0
2606,105,0,1,0,0,0,0.549999952,1.089999914,1.089999914,1.190000057,0,0,0,0,0,0,0,0,0,0,0,0
2607,105,0,1,0,0,0,0.549999952,1.089999914,1.089999914,1.190000057,0,0,0,0,0,0,0,0,0,0,0,0
2608,105,0,1,0,0,0,0.549999952,0.889999986,1.089999914,1.190000057,0,0,1,0,0,0,0,0,0,0,0,0
2609,105,0,1,0,0,0,0.549999952,0.980000019,1.190000057,0.99000001,0,0,0,0,0,0,0,0,0,0,0,0
2610,105,0,1,0,0,0,0.549999952,0.980000019,1.089999914,1.289999962,0,0,0,0,0,0,0,0,0,0,0,0
2611,105,0,1,0,0,0,0.549999952,0.980000019,1.089999914,1.289999962,0,0,0,0,0,0,0,0,0,0,0,0
2612,105,0,1,0,0,0,0.549999952,0.980000019,1.209999919,1.190000057,0,0,0,1,0,0,0,0,0,0,0,0
2613,105,0,1,0,0,0,0.689999998,0.980000019,1.209999919,1.190000057,0,0,0,0,0,0,0,0,0,0,0,0
2614,105,0,1,0,0,0,0.889999986,0.980000019,1.190000057,1.289999962,0,0,0,0,0,0,0,0,0,0,0,0
2615,105,0,1,0,0,0,0.549999952,0.789999962,1.209999919,1.089999914,0,0,0,0,0,1,0,0,0,0,0,0
2616,105,0,1,0,0,0,0.589999914,1.089999914,1.089999914,1.089999914,0,0,0,1,0,0,0,0,0,0,0,0
2617,105,0,1,0,0,0,0.589999914,1.089999914,1.209999919,1.089999914,0,0,0,0,0,0,0,0,0,0,0,0
2618,105,0,1,0,0,0,0.589999914,0.889999986,1.209999919,0.99000001,0,0,0,0,0,0,0,0,0,0,0,1
2619,105,0,1,0,0,0,0.589999914,0.949999988,1.25,0.99000001,0,0,0,1,0,0,0,0,0,0,0,0
2620,105,0,1,0,0,0,0.589999914,0.949999988,1.209999919,0.99000001,0,0,0,1,0,0,0,0,0,0,0,0
2621,105,1,1,0,0,0,0.589999914,1.089999914,1.219999909,1.289999962,0,0,0,0,0,0,0,0,0,0,0,0
2622,106,0,0,1,0,0,0.5,0.889999986,0.99000001,0.889999986,0,0,0,0,0,0,0,0,0,0,0,0
2623,106,0,0,1,0,0,0.649999976,0.889999986,0.889999986,1.049999952,0,0,0,0,0,0,0,0,0,0,1,0
2624,106,0,0,0,0,1,0.649999976,0.889999986,0.99000001,1.049999952,0,0,0,0,0,0,0,0,0,0,0,0
2625,106,0,0,1,0,0,0.649999976,0.889999986,1.019999981,1.049999952,0,0,0,0,0,0,0,0,0,0,0,0
2626,106,0,0,1,0,0,0.49000001,0.889999986,1.019999981,0.889999986,0,0,0,0,0,0,0,0,0,0,0,1
2627,106,0,0,1,0,0,0.649999976,0.889999986,0.99000001,1.149999976,0,0,0,0,0,0,0,0,0,0,1,0
2628,106,0,0,0,0,1,0.649999976,0.879999995,1.149999976,0.99000001,0,0,0,1,0,0,0,0,0,0,0,0
2629,106,0,0,1,0,0,0.649999976,0.789999962,1.25,1.089999914,0,0,0,1,0,0,0,0,0,0,0,0
2630,106,0,0,1,0,0,0.649999976,0.970000029,1.25,1.25,0,0,0,1,0,0,0,0,0,0,0,0
2631,106,0,0,1,0,0,0.649999976,0.970000029,1.25,1.25,0,0,0,1,0,0,0,0,0,0,0,0
2632,106,0,0,1,0,0,0.649999976,1.049999952,1.25,0.99000001,0,0,0,0,0,0,0,0,0,0,0,1
2633,106,0,0,1,0,0,0.589999914,1.049999952,1.169999957,1.289999962,1,0,0,1,0,0,0,0,0,0,0,0
2634,106,0,0,0,0,1,0.649999976,1.049999952,1.169999957,0.99000001,0,0,0,1,0,0,0,0,0,0,0,0
2635,106,0,0,0,0,1,0.649999976,1.049999952,0.99000001,1.289999962,0,0,0,0,0,0,1,0,0,0,0,0
2636,106,1,0,0,0,1,0.649999976,1.049999952,0.99000001,0.99000001,0,0,0,1,0,0,0,0,0,0,0,0
2637,107,0,0,0,0,1,0.5,0.889999986,0.889999986,1.049999952,0,0,0,0,0,0,0,0,0,0,0,0
2638,107,0,0,0,0,1,0.649999976,0.889999986,0.99000001,0.889999986,0,0,0,1,0,0,0,0,0,0,0,0
2639,107,0,0,0,0,1,0.649999976,0.889999986,0.99000001,1.049999952,0,0,0,0,0,0,0,0,0,0,0,0
2640,107,0,0,0,0,1,0.649999976,0.889999986,1.049999952,0.889999986,0,0,0,0,0,0,0,0,0,0,0,0
2641,107,0,0,0,0,1,0.5,0.889999986,1.149999976,0.99000001,0,0,1,0,1,0,0,0,0,0,0,0
2642,107,0,0,0,0,1,0.649999976,0.879999995,1.149999976,0.99000001,0,0,0,0,0,0,0,0,0,0,0,0
2643,107,0,0,0,0,1,0.649999976,0.879999995,1.149999976,1.089999914,0,0,0,1,0,0,0,0,0,0,0,0
2644,107,0,0,0,0,1,0.649999976,0.879999995,1.25,1.089999914,0,0,0,0,0,0,0,0,0,0,0,1
2645,107,0,0,0,0,1,0.649999976,0.970000029,1.25,1.089999914,0,0,0,0,0,0,0,0,0,0,0,1
2646,107,0,0,0,0,1,0.649999976,0.970000029,1.25,1.25,0,0,0,0,0,0,0,0,0,0,0,0
2647,107,0,0,0,0,1,0.649999976,1.049999952,1.169999957,1.289999962,1,0,0,1,0,0,0,0,0,0,0,0
2648,107,0,0,0,0,1,0.649999976,1.049999952,1.169999957,0.99000001,0,0,0,0,0,0,0,0,0,0,0,0
2649,107,0,0,0,0,1,0.649999976,1.049999952,0.99000001,0.99000001,0,0,0,1,0,0,0,0,0,0,0,0
2650,107,1,0,0,0,1,0.649999976,1.049999952,0.99000001,1.289999962,0,0,0,1,0,0,0,0,0,0,0,0
2651,108,0,1,0,0,0,0.549999952,0.689999998,0.879999995,0.889999986,0,0,0,0,0,0,0,0,0,0,0,0
2652,108,0,1,0,0,0,0.549999952,0.689999998,0.879999995,0.889999986,0,1,0,0,0,0,0,0,0,0,0,0
2653,108,0,1,0,0,0,0.549999952,0.980000019,0.99000001,1.089999914,0,1,0,1,0,0,0,0,0,0,0,0
2654,108,0,1,0,0,0,0.549999952,0.99000001,0.99000001,1.089999914,0,0,0,1,0,0,0,0,0,0,0,0
2655,108,0,1,0,0,0,0.549999952,0.99000001,1.089999914,0.99000001,0,0,0,0,0,0,0,0,0,0,0,0
2656,108,0,1,0,0,0,0.549999952,0.589999914,1.089999914,0.889999986,0,1,0,0,0,0,0,0,0,0,0,0
2657,108,0,1,0,0,0,0.549999952,0.789999962,1.089999914,0.889999986,0,1,0,0,0,0,0,0,0,0,0,0
2658,108,0,1,0,0,0,0.549999952,0.789999962,1.049999952,1.089999914,0,1,0,0,0,0,0,0,0,0,0,0
2659,108,0,1,0,0,0,0.549999952,1.029999971,1.089999914,0.889999986,0,0,0,0,0,0,0,0,0,0,0,0
2660,108,0,1,0,0,0,0.549999952,1.089999914,1.089999914,1.190000057,0,0,0,0,0,0,0,0,0,0,0,0
2661,108,0,1,0,0,0,0.549999952,1.089999914,1.190000057,0.99000001,0,0,0,0,0,0,0,0,0,0,0,0
